playerID,player_name,first_year,last_year,oak_seasons,total_core,max_core,avg_core,total_bwar,total_bwar_positive,max_bwar,total_metric_score,max_metric_score,total_pa,total_ip,peak_year,primary_role,primary_pos,peak_era_id,peak_bwar,peak_metric_score,overall_rank,community_id,layout_x,layout_y,community_label
jonesdo01,Doug Jones,1999,2000,2,0.8348646519647933,0.4903919838643783,0.41743232598239666,3.6500000000000004,3.6500000000000004,2.37,0.5639383525981464,0.398989898989899,0.0,177.33333333333331,1999,Pitcher,P,C04,2.37,0.398989898989899,164,2,0.5659859603641556,0.3113930321004924,Eric Chavez / Tim Hudson / Barry Zito
foulkke01,Keith Foulke,2003,2008,2,0.6552055080382776,0.47892828215889843,0.3276027540191388,3.65,3.65,3.51,0.5057944049438501,0.4711409395973154,0.0,117.66666666666667,2003,Pitcher,P,C04,3.51,0.4711409395973154,165,2,0.6048841157130395,0.27105458993663883,Eric Chavez / Tim Hudson / Barry Zito
heaveda01,Dave Heaverlo,1978,1981,3,1.1552636090199542,0.60558157968754,0.38508786967331804,3.6,3.6,1.88,1.0351431201802248,0.6308724832214764,1.0,221.33333333333334,1978,Pitcher,P,C02,1.88,0.6308724832214764,166,1,0.194683874401473,0.09283052760416888,Rickey Henderson / Mark McGwire / Dwayne Murphy
thomafr04,Frank Thomas,2006,2008,2,1.2092681478065206,0.8495146895873046,0.6046340739032603,3.58,3.58,3.15,0.8223447344734472,0.7159090909090908,776.0,0.0,2006,Hitter,,C04,3.15,0.7159090909090908,167,2,0.6952249955801385,0.31391962989615735,Eric Chavez / Tim Hudson / Barry Zito
paytoja01,Jay Payton,2005,2006,2,1.3008057500884775,0.878428216095588,0.6504028750442388,3.5300000000000002,3.5300000000000002,2.02,0.7723689173896642,0.45909090909090905,879.0,0.0,2006,Hitter,OF,C04,2.02,0.45909090909090905,168,2,0.694899488784865,0.29678892871814055,Eric Chavez / Tim Hudson / Barry Zito
prietar01,Ariel Prieto,1995,2000,5,1.775319281319051,0.7263267511079774,0.3550638562638102,3.1599999999999997,3.53,2.55,0.6181778841599003,0.3959627329192546,2.0,348.6666666666667,1996,Pitcher,P,C03,2.55,0.3959627329192546,169,1,0.4740973184110125,0.08344740663793576,Rickey Henderson / Mark McGwire / Dwayne Murphy
irvinco01,Cole Irvin,2021,2022,2,1.567630212924331,0.7992742551566082,0.7838151064621655,3.49,3.49,1.95,0.793505834601725,0.5342465753424658,7.0,359.33333333333337,2022,Pitcher,P,C07,1.95,0.5342465753424658,170,4,0.9625805641345069,0.6974665548966653,Matt Chapman / Marcus Semien / Matt Olson
wittbo01,Bobby Witt,1992,1994,3,1.690364232630018,0.8194682777078087,0.563454744210006,3.41,3.48,2.97,0.7332547894682923,0.6541850220264318,0.0,387.3333333333333,1993,Pitcher,P,C03,2.97,0.6541850220264318,171,1,0.467020073098551,0.10806384369394832,Rickey Henderson / Mark McGwire / Dwayne Murphy
hamilda01,Dave Hamilton,1972,1980,6,1.5872860636760882,0.4247443098478373,0.264547677279348,-0.040000000000000036,3.46,1.25,0.6501726424115645,0.3094059405940594,33.0,436.33333333333337,1979,Pitcher,P,C02,1.25,0.3094059405940594,172,3,0.19985386572234323,0.4842308371785867,Sal Bando / Reggie Jackson / Bert Campaneris
davisst02,Storm Davis,1987,1993,4,1.6093491210168982,0.6529795418150921,0.40233728025422455,2.97,3.46,2.76,0.5134068726570336,0.3796423658872077,0.0,464.0,1988,Pitcher,P,C03,2.76,0.3796423658872077,173,1,0.34663734470856516,0.10746462824637179,Rickey Henderson / Mark McGwire / Dwayne Murphy
saarlki01,Kirk Saarloos,2004,2008,4,1.2718392609208584,0.5936518450500367,0.3179598152302146,3.13,3.41,2.27,0.7137909506324339,0.470954356846473,1.0,331.6666666666667,2005,Pitcher,P,C04,2.27,0.470954356846473,174,2,0.6616225179834909,0.29578603347956345,Eric Chavez / Tim Hudson / Barry Zito
colemjo05,Joe Coleman,1977,1978,2,0.5394108738098753,0.45974826418037823,0.26970543690493765,3.4000000000000004,3.4000000000000004,2.62,0.6940882007663853,0.4323432343234324,0.0,147.33333333333334,1977,Pitcher,P,C01,2.62,0.4323432343234324,175,1,0.14026266834463588,0.08961044506917486,Rickey Henderson / Mark McGwire / Dwayne Murphy
scutama01,Marco Scutaro,2004,2007,4,2.677327470597233,0.7857718385367392,0.6693318676493083,3.33,3.33,1.64,0.6891907628711691,0.3402489626556016,1702.0,0.0,2005,Hitter,SS,C04,1.64,0.3402489626556016,176,2,0.6371361856981598,0.3336525226701406,Eric Chavez / Tim Hudson / Barry Zito
wilsowi02,Willie Wilson,1991,1992,2,1.3178476948226827,0.7705235775675194,0.6589238474113414,3.28,3.28,2.3,0.5374009554049028,0.3565891472868217,755.0,0.0,1992,Hitter,OF,C03,2.3,0.3565891472868217,177,1,0.4011703590732963,0.10341432103093581,Rickey Henderson / Mark McGwire / Dwayne Murphy
oteroda01,Dan Otero,2013,2015,3,0.8369632670106015,0.40220146672201473,0.2789877556702005,2.24,3.27,1.84,0.46264349515181424,0.26512968299711814,0.0,172.33333333333334,2014,Pitcher,P,C06,1.84,0.26512968299711814,178,5,0.7990354589060463,0.8697846616344258,Josh Reddick / Josh Donaldson / Coco Crisp
gaudich01,Chad Gaudin,2006,2010,4,1.4032150640459413,0.7401224915298412,0.35080376601148533,2.3899999999999997,3.26,1.45,0.7266596115678513,0.303347280334728,5.0,343.3333333333333,2007,Pitcher,P,C04,1.45,0.303347280334728,179,2,0.6756750996207028,0.3058432948003391,Eric Chavez / Tim Hudson / Barry Zito
mohlemi01,Mike Mohler,1993,1998,6,1.9257564117363517,0.6414321662638095,0.3209594019560586,2.8,3.26,1.95,0.5888554153118939,0.3027950310559006,0.0,334.0,1996,Pitcher,P,C03,1.95,0.3027950310559006,180,1,0.48385283840502447,0.1291771775092178,Rickey Henderson / Mark McGwire / Dwayne Murphy
